Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B02	Arabic	3608	IAA	مساكم الله بالخير نستعرض عليكم صورة الوضع في آخر ايام عيد العرازيل وبهجة التوراة اطلقت حماس على اسرائيل منذ الصباح 3000 قذيفة وتسلل المخربون من صفوفها برا وبحرا وجوا وتعرضوا للمدنيين والعزل كما اخذوا نساء واطفال في الأسر. وصرح الناطق بلسان جيش الدفاع ان حماس اقترفت جريمة حرب وستدفع الثمن غاليا. حماس وداعش هما ذات الفكر العقيم وذات الارهاب المناهض لتعاليم الدين الاسلامي والقيم الاخلاقية . اسفرت الهجمات الدموية عن مقتل 100 شخص وجرح الف شخص ونشر الكاتب العراقي الدكتور ايمن خالد @aypress تقديره للموقف في تغريدة على تويتر قائلا :"هذه آخر مهمة تقوم بها حماس في غزة وقد نشهد خروج لمقاتلي حماس من غزة على شاكلة الخروج الفلسطيني من بيروت. كل ما يحدث لا علاقة له بالقدس ولا بمصلحة الفلسطينيين وهو فقط خدمة لإيران"	Good evening, may God bless you. We show you a picture of the situation on the last days of Eid Al-Arazel and the Joy of the Torah. Hamas fired 3,000 shells at Israel since the morning, and terrorists infiltrated its ranks by land, sea and air, attacking civilians and the defenseless, and also took women and children captive. The IDF spokesman stated that Hamas had committed a war crime and would pay a heavy price. Hamas and ISIS are the same sterile ideology and terrorism that opposes the teachings of the Islamic religion and moral values. The bloody attacks resulted in the death of 100 people and the wounding of a thousand people. The Iraqi writer Dr. Ayman Khaled @aypress published his assessment of the situation in a tweet on Twitter, saying: “This is the last mission carried out by Hamas in Gaza, and we may witness an exit of Hamas fighters from Gaza similar to the Palestinian exit from Beirut.” All What is happening has nothing to do with Jerusalem or the interests of the Palestinians, and is only a service to Iran.”	مساكم الله بالخير نستعرض عليكم صورة الوضع في آخر ايام عيد العرازيل وبهجة التوراة اطلقت حماس على اسرائيل منذ الصباح 3000 قذيفة وتسلل المخربون من صفوفها برا وبحرا وجوا وتعرضوا للمدنيين والعزل كما اخذوا نساء واطفال في الأسر. وصرح الناطق بلسان جيش الدفاع ان حماس اقترفت جريمة حرب وستدفع الثمن غاليا. حماس وداعش هما ذات الفكر العقيم وذات الارهاب المناهض لتعاليم الدين الاسلامي والقيم الاخلاقية . اسفرت الهجمات الدموية عن مقتل 100 شخص وجرح الف شخص ونشر الكاتب العراقي الدكتور ايمن خالد @aypress تقديره للموقف في تغريدة على تويتر قائلا :"هذه آخر مهمة تقوم بها حماس في غزة وقد نشهد خروج لمقاتلي حماس من غزة على شاكلة الخروج الفلسطيني من بيروت. كل ما يحدث لا علاقة له بالقدس ولا بمصلحة الفلسطينيين وهو فقط خدمة لإيران"				
B02	Arabic	4783	IAA	اشتية يدين عملية اغتيال القيادي صالح العاروري ويعتبرها جريمة تحمل هوية مرتكبيها رام الله | أدان رئيس الوزراء د. محمد اشتية عملية الاغتيال التي وقعت في الضاحية الجنوبية في العاصمة اللبنانية مساء اليوم الثلاثاء، وذهب ضحيتها نائب رئيس المكتب السياسي لحركة حماس صالح العاروري، واثنين من مرافقيه. ووصف اشتية العملية بالجريمة التي تحمل هوية مرتكبيها، محذرا من المخاطر والتداعيات التي قد تترتب على تلك الجريمة. وقال اشتية: باستشهاد صالح العاروري الذي أمضى سنوات في المعتقلات الإسرائيلية فإن الشعب الفلسطيني يفقد واحدا من رجالاته الوحدويين الذين لطالما دعوا إلى رص الصفوف وتمتين الوحدة الوطنية والحرص عليها في مواجهة الاحتلال وجرائمه ضد أبناء شعبنا. وتقدم اشتية من الشعب الفلسطيني في الوطن والشتات، ومن حركة حماس، ومن عائلة الشهيد، بأحر العزاء، وصادق مشاعر المواساة، سائلا المولى عز وجل أن يتغمده بواسع رحمته، ويسكنه فسيح جناته.	Shtayyeh condemns the assassination of leader Saleh Al-Arouri and considers it a crime bearing the identity of its perpetrators. Ramallah | Prime Minister Dr. condemned Muhammad Shtayyeh The assassination that took place in the southern suburb of the Lebanese capital this Tuesday evening, and the deputy head of the Hamas political bureau, Saleh Al-Arouri, and two of his companions were killed. Shtayyeh described the operation as a crime that bears the identity of its perpetrators, warning of the risks and repercussions that may result from this crime. Shtayyeh said: With the martyrdom of Saleh Al-Arouri, who spent years in Israeli detention, the Palestinian people lose one of their unionist men who have always called for closing ranks, strengthening national unity, and ensuring it in the face of the occupation and its crimes against our people. Shtayyeh offered his warmest condolences and sincere feelings of sympathy from the Palestinian people in the homeland and the diaspora, from the Hamas movement, and from the martyr’s family, asking the Almighty God to cover him with His vast mercy and dwell him in His spacious Paradise.	اشتية يدين عملية اغتيال القيادي صالح العاروري ويعتبرها جريمة تحمل هوية مرتكبيها رام الله | أدان رئيس الوزراء د. محمد اشتية عملية الاغتيال التي وقعت في الضاحية الجنوبية في العاصمة اللبنانية مساء اليوم الثلاثاء، وذهب ضحيتها نائب رئيس المكتب السياسي لحركة حماس صالح العاروري، واثنين من مرافقيه. ووصف اشتية العملية بالجريمة التي تحمل هوية مرتكبيها، محذرا من المخاطر والتداعيات التي قد تترتب على تلك الجريمة. وقال اشتية: باستشهاد صالح العاروري الذي أمضى سنوات في المعتقلات الإسرائيلية فإن الشعب الفلسطيني يفقد واحدا من رجالاته الوحدويين الذين لطالما دعوا إلى رص الصفوف وتمتين الوحدة الوطنية والحرص عليها في مواجهة الاحتلال وجرائمه ضد أبناء شعبنا. وتقدم اشتية من الشعب الفلسطيني في الوطن والشتات، ومن حركة حماس، ومن عائلة الشهيد، بأحر العزاء، وصادق مشاعر المواساة، سائلا المولى عز وجل أن يتغمده بواسع رحمته، ويسكنه فسيح جناته.				
B02	Arabic	5620	IAA	المحلل العسكري الإسرائيلي يوآف زيتون: #إسرائيل تدرك أن تدمير "حماس" لن يتم خلال أشهر قليلة؛ "نظرا لاستعداداتها على مدى الأعوام الماضية"، والجيش "مندهش" من قوة وتسليح الحركة في #غزة http://v.aa.com.tr/3078599:=:https://v.aa.com.tr/3078599	Israeli military analyst Yoav Zeitoun: #Israel realizes that the destruction of “Hamas” will not be accomplished within a few months; “Given its preparations over the past years,” the army is “astonished” by the strength and armament of the movement in #Gaza http://v.aa.com.tr/3078599 :=: https://v.aa.com.tr/3078599	المحلل العسكري الإسرائيلي يوآف زيتون: #إسرائيل تدرك أن تدمير "حماس" لن يتم خلال أشهر قليلة؛ "نظرا لاستعداداتها على مدى الأعوام الماضية"، والجيش "مندهش" من قوة وتسليح الحركة في #غزة http://v.aa.com.tr/3078599:=:https://v.aa.com.tr/3078599				
B02	Arabic	6056	IAA	لحظة بلحظة.. تطورات الهجمات بين #حماس و #إسرائيل | #سكاي_مباشر	Moment by moment... developments in attacks between #Hamas and #Israel | #Sky_Live	لحظة بلحظة.. تطورات الهجمات بين #حماس و #إسرائيل | #سكاي_مباشر				
B02	Arabic	8965	IAA	انتقادات متزايدة لحركة حماس من قبل سكان بقطاع غزة مع تواصل عمليات النزوح | #سوشال_سكاي	Increasing criticism of the Hamas movement by residents of the Gaza Strip as displacement operations continue #Social_Sky	انتقادات متزايدة لحركة حماس من قبل سكان بقطاع غزة مع تواصل عمليات النزوح | #سوشال_سكاي				
B02	Arabic	9070	IAA	حماس: الحركة مستعدة لتمديد وقف إطلاق النار أربعة أيام أخرى	Hamas: The movement is ready to extend the ceasefire for another four days	حماس: الحركة مستعدة لتمديد وقف إطلاق النار أربعة أيام أخرى				
B02	Arabic	12916	IAA	مواقف تدين تصريحات فتحي حماد القيادي في حماس	Positions condemning the statements of Fathi Hammad, a leader in Hamas	مواقف تدين تصريحات فتحي حماد القيادي في حماس				
B02	Arabic	40541	IAA	حماس: ضباط كبار بين الأسرى الإسرائيليين لدى المقاومة الآن تابعونا على التلغرام https://t.me/rtarabictelegram	Hamas: Senior officers are among the Israeli prisoners held by the resistance now. Follow us on Telegram https://t.me/rtarabictelegram	حماس: ضباط كبار بين الأسرى الإسرائيليين لدى المقاومة الآن تابعونا على التلغرام https://t.me/rtarabictelegram				
B02	Arabic	40741	IAA	إسرائيل تعلن مقتل ضابط خلال الاشتباكات مع "حماس" بغلاف غزة	Israel announces the killing of an officer during clashes with Hamas in the Gaza Strip	إسرائيل تعلن مقتل ضابط خلال الاشتباكات مع "حماس" بغلاف غزة				
B02	French	83	IAA	"Dire d'abord l’horreur des charniers chaque jour découverts, de familles entières, de femmes, d'enfants, abattus à bout portant, des autres atroces, terroristes, par une organisation fanatique. Et maintenant, la violence qui s’abat à Gaza, prison à ciel ouvert, 2,5 millions de personnes à qui le Premier ministre Netanyahou demande de partir, comme s'ils avaient une terre d'accueil. Le soutien aux victimes et à la société israélienne, c'est l'évidence, je m'y associe. Mais le soutien au gouvernement israélien ne doit pas être aveugle. Nous devons poser en permanence comme objectif le dialogue et la paix. Lundi, dans le communiqué de cinq pays dont la France: il n'y a pas le mot paix : c'est un problème. Le rôle de la France, c'est d'être une corde de rappel, un point d'appui pour les amis de la paix, contre la fatalité de l'escalade. Quand la France décide de parler fort et vraie, sa voix est entendue. Mais elle fait le choix d'être muette." Retrouvez mon entretien au Monde https://www.lemonde.fr/politique/article/2023/10/10/francois-ruffin-depute-lfi-notre-parole-n-est-pas-a-la-hauteur-de-la-gravite-des-evenements_6193613_823448.html	"First of all, say the horror of the mass graves discovered every day, of entire families, of women, of children, shot at point blank range, of other atrocious terrorists, by a fanatical organization. And now, the violence that is falling in Gaza, open-air prison, 2.5 million people whom Prime Minister Netanyahu asks to leave, as if they had a homeland. Support for the victims and Israeli society is the Obviously, I agree with it. But support for the Israeli government must not be blind. We must constantly set dialogue and peace as our objective. Monday, in the press release from five countries including France: there is no not the word peace: that's a problem. France's role is to be a reminder rope, a point of support for the friends of peace, against the inevitability of escalation. When the France decides to speak loudly and truly, her voice is heard. But she chooses to be silent." Find my interview with Le Monde https://www.lemonde.fr/politique/article/2023/10/10/francois-ruffin-depute-lfi-notre-parole-n-est-pas-a-la-hauteur-de -the-gravity-of-events_6193613_823448.html	"بادئ ذي بدء، لنفترض رعب المقابر الجماعية التي يتم اكتشافها كل يوم، لعائلات بأكملها، لنساء وأطفال، يتم إطلاق النار عليهم من مسافة قريبة، لإرهابيين فظيعين آخرين، من قبل منظمة متعصبة. والآن، يتراجع العنف "في غزة، سجن في الهواء الطلق، 2.5 مليون شخص يطلب رئيس الوزراء نتنياهو أن يغادروا، كما لو كان لديهم ملاذ آمن. من الواضح أنني أتفق مع هذا الدعم للضحايا والمجتمع الإسرائيلي. لكن دعم الحكومة الإسرائيلية يجب أن "لا تكن عميانًا. يجب أن نضع الحوار والسلام كهدفنا دائمًا. يوم الاثنين، في بيان صحفي صادر عن خمس دول بما في ذلك فرنسا: لا توجد كلمة السلام: هذه مشكلة. دور فرنسا هو أن تكون حبل تذكير، نقطة "دعم أصدقاء السلام وضد حتمية التصعيد. عندما تقرر فرنسا أن تتحدث بصوت عال وحقيقة، فإن صوتها يسمع. لكنها تختار الصمت". ابحث عن مقابلتي مع لوموند https://www.lemonde.fr/politique/article/2023/10/10/francois-ruffin-depute-lfi-notre-parole-n-est-pas-a-la-hauteur- دي -جاذبية-الأحداث_6193613_823448.html				
B02	French	106	IAA	«Elle a subi un traumatisme terrible.»	“She suffered terrible trauma.”	"لقد عانت من صدمة رهيبة."				
B02	French	125	IAA	La Déclaration universelle des Droits de l'Homme annonçait la réaction des Palestiniens #Gaza #Israël #terrorisme #condamnation #Violence	The Universal Declaration of Human Rights announced the reaction of the Palestinians #Gaza #Israel #terrorism #condemnation #Violence	الإعلان العالمي لحقوق الإنسان أعلن رد فعل الفلسطينيين #غزة #إسرائيل #إرهاب #إدانة #عنف				
B02	French	498	IAA	Blessée par le tir d’un soldat israélien, personne n’a été autorisé à porter secours à Elham Farah, 84 ans. Cette Palestinienne chrétienne, connue comme étant l’une des premières professeures de piano de Gaza, a été touchée à la jambe et a succombé à ses blessures après de longues heures au sol dimanche. Réfugiée dans une église depuis le début de la guerre menée par Israël contre Gaza, elle voulait se rendre chez elle quand elle a été prise pour cible, selon le témoignage publié par des proches sur les réseaux sociaux.	Wounded by an Israeli soldier's shot, no one was allowed to help 84-year-old Elham Farah. This Palestinian Christian, known as one of Gaza's first piano teachers, was shot in the leg and succumbed to her injuries after long hours on the ground on Sunday. Taking refuge in a church since the start of Israel's war against Gaza, she wanted to go home when she was targeted, according to testimony published by relatives on social networks.	ولم يُسمح لأحد، التي أصيبت برصاصة جندي إسرائيلي، بمساعدة إلهام فرح البالغة من العمر 84 عاماً. أصيبت هذه المسيحية الفلسطينية، المعروفة بأنها واحدة من أوائل معلمي البيانو في غزة، برصاصة في ساقها وتوفيت متأثرة بجراحها بعد ساعات طويلة على الأرض يوم الأحد. ولجأت إلى الكنيسة منذ بداية الحرب الإسرائيلية على غزة، وأرادت العودة إلى منزلها عندما تم استهدافها، بحسب شهادة نشرها أقاربها على شبكات التواصل الاجتماعي.				
B02	French	833	IAA	Le bilan des frappes israéliennes sur la bande de Gaza est passé à 11.180 morts palestiniens depuis le début du conflit le 7 octobre. xhtxs.cn/N2k:=:http://french.xinhuanet.com/20231113/fd3c37c8f027479fac2c5d0934f75093/c.html	The death toll from Israeli strikes on the Gaza Strip has risen to 11,180 Palestinian deaths since the start of the conflict on October 7. xhtxs.cn/N2k:=:http://french.xinhuanet.com/20231113/fd3c37c8f027479fac2c5d0934f75093/c.html	وارتفعت حصيلة ضحايا الغارات الإسرائيلية على قطاع غزة إلى 11180 شهيدا فلسطينيا منذ بدء النزاع في السابع من تشرين الأول/أكتوبر. xhtxs.cn/N2k:=:http://french.xinhuanet.com/20231113/fd3c37c8f027479fac2c5d0934f75093/c.html				
B02	French	936	IAA	Les lieux saints, comme les mosquées, ne devraient pas servir de façade au terrorisme. Le Hamas a utilisé cette mosquée comme centre de stockage d’armes et comme centre de fabrication de roquettes. Trouver des dizaines de mortiers, des missiles à ogives, des armes thermobariques, des lances grenades et l'entrée d'un tunnel. Ce qui était autrefois un lieu de culte est aujourd’hui devenu un foyer du terrorisme.	Holy places, like mosques, should not serve as a front for terrorism. Hamas used this mosque as a weapons storage center and a rocket manufacturing center. Find dozens of mortars, warhead missiles, thermobaric weapons, grenade launchers and the entrance to a tunnel. What was once a place of worship has now become a hotbed of terrorism.	ولا ينبغي للأماكن المقدسة، مثل المساجد، أن تكون بمثابة واجهة للإرهاب. واستخدمت حماس هذا المسجد كمركز لتخزين الأسلحة ومركز لتصنيع الصواريخ. اعثر على العشرات من قذائف الهاون وصواريخ الرؤوس الحربية والأسلحة الحرارية وقاذفات القنابل اليدوية ومدخل النفق. وما كان ذات يوم مكانًا للعبادة أصبح الآن معقلًا للإرهاب.				
B02	French	944	IAA	"Les images les plus terrifiantes, je ne les ai jamais prises." Motaz Azaiza évoque son départ de Gaza lors d’une interview avec Al Jazeera.	“The most terrifying images I have never taken.” Motaz Azaiza discusses his departure from Gaza during an interview with Al Jazeera.	"الصور الأكثر رعباً التي لم ألتقطها من قبل" معتز عزايزة يتحدث عن مغادرته غزة خلال مقابلة مع قناة الجزيرة.				
B02	French	948	IAA	Alors que 21 membres de sa famille ont été tués dans des bombardements israéliens, le journaliste d’Al Jazeera Moamen Al-Sharafi a partagé le dernier message vocal que sa mère lui a envoyé avant de mourir. Piégé dans le sud de Gaza en raison des attaques incessantes d’Israël, il ne pourra pas dire adieu à ses proches. Il n'avait pas vu sa mère depuis 45 jours.	As 21 members of his family were killed in Israeli bombings, Al Jazeera journalist Moamen Al-Sharafi shared the last voice message his mother sent him before she died. Trapped in southern Gaza due to incessant Israeli attacks, he will not be able to say goodbye to his loved ones. He hadn't seen his mother for 45 days.	بينما قُتل 21 من أفراد عائلته في القصف الإسرائيلي، شارك صحفي الجزيرة مؤمن الشرفي آخر رسالة صوتية أرسلتها إليه والدته قبل وفاتها. فهو محاصر في جنوب غزة بسبب الهجمات الإسرائيلية المتواصلة، ولن يتمكن من توديع أحبائه. ولم ير والدته لمدة 45 يومًا.				
B02	French	979	IAA	"Il n'y a pas de justice dans ce monde." Voici comment la journaliste Bisan Owda a réagi après l’ordonnance de la Cour internationale de Justice confirmant un risque de génocide à Gaza :	“There is no justice in this world.” Here is how journalist Bisan Owda reacted after the order of the International Court of Justice confirming a risk of genocide in Gaza:	"ليس هناك عدالة في هذا العالم." إليكم رد فعل الصحفية بيسان عودة بعد قرار محكمة العدل الدولية الذي أكد خطر الإبادة الجماعية في غزة:				
B02	French	1436	IAA	Ce père de famille a vu son bébé malade mourir dans ses bras lors de sa fuite vers le sud de la bande de Gaza.	This father saw his sick baby die in his arms during his flight to the south of the Gaza Strip.	شاهد هذا الأب طفله المريض يموت بين ذراعيه أثناء هروبه إلى جنوب قطاع غزة.				
B02	French	1764	IAA	Qui stocke des lance-roquettes RPG, des missiles antichar, des engins explosifs, des missiles de longue portée, des grenades et des drones dans une école et dans un établissement médical à Gaza ? La réponse : le Hamas. Le Hamas ne cache pas son terrorisme. Arrêtez de l'excuser.	Who stores RPG rocket launchers, anti-tank missiles, explosive devices, long-range missiles, grenades and drones in a school and medical facility in Gaza? The answer: Hamas. Hamas does not hide its terrorism. Stop excusing it.	من يخزن قاذفات صواريخ آر بي جي والصواريخ المضادة للدبابات والعبوات الناسفة والصواريخ بعيدة المدى والقنابل اليدوية والطائرات بدون طيار في مدرسة ومنشأة طبية في غزة؟ الجواب : حماس . حماس لا تخفي إرهابها. توقف عن تبريره.				
B02	French	2744	IAA	Mahamat Idriss Deby : “Aux leaders du monde arabo-islamique qui s’inscrivent dans un silence complice face aux massacres des civils palestiniens par crainte de la réaction desdites puissances, ils doivent craindre le Créateur à qui ils vont certainement rendre des comptes”	Mahamat Idriss Deby: “To the leaders of the Arab-Islamic world who maintain complicit silence in the face of the massacres of Palestinian civilians for fear of the reaction of said powers, they must fear the Creator to whom they will certainly be accountable”	محمد إدريس ديبي: "إلى قادة العالم العربي الإسلامي الذين يلتزمون الصمت المتواطئ في مواجهة المجازر التي يتعرض لها المدنيون الفلسطينيون خوفاً من رد فعل القوى المذكورة، عليهم أن يخافوا الخالق الذي سيكونون مسؤولين أمامه بالتأكيد"				
B02	French	4368	IAA	L'ambassadeur de Palestine en Egypte a exprimé la plus sincère gratitude de son pays envers le gouvernement et le peuple chinois pour avoir fourni en temps opportun des fournitures humanitaires à la bande de Gaza ravagée par le conflit. xhtxs.cn/OIK:=:https://french.news.cn/20231205/33caf252108f4614bfa32d61fba06956/c.html	The Palestinian Ambassador to Egypt expressed his country's sincerest gratitude to the Chinese government and people for providing timely humanitarian supplies to the conflict-ravaged Gaza Strip. xhtxs.cn/OIK:=:https://french.news.cn/20231205/33caf252108f4614bfa32d61fba06956/c.html	وأعرب السفير الفلسطيني لدى مصر عن خالص امتنان بلاده للصين حكومة وشعبا لتوفير الإمدادات الإنسانية في الوقت المناسب لقطاع غزة الذي مزقه الصراع. xhtxs.cn/OIK:=:https://french.news.cn/20231205/33caf252108f4614bfa32d61fba06956/c.html				
B02	French	4415	IAA	#SputnikPhotos | Les images de la bande de Gaza après les frappes israéliennes Le récent bilan du ministère palestinien de la Santé s'est alourdi à 320 morts.	#SputnikPhotos | Images of the Gaza Strip after the Israeli strikes The recent death toll from the Palestinian Ministry of Health rose to 320 deaths.	#صور سبوتنيك | صور قطاع غزة بعد الغارات الإسرائيلية ارتفعت حصيلة القتلى الأخيرة بحسب وزارة الصحة الفلسطينية إلى 320 قتيلا.				
B02	French	4945	IAA	🇷🇺 Russie : un rassemblement en soutien à la Palestine s’est tenu à Moscou Le 23 octobre, une manifestation a eu lieu dans la capitale russe en solidarité avec la population civile palestinienne en proie aux hostilités entre le Hamas et Israël. L'action de soutien a eu lieu à l'ambassade de Palestine à Moscou.	🇷🇺 Russia: a rally in support of Palestine was held in Moscow On October 23, a demonstration took place in the Russian capital in solidarity with the Palestinian civilian population prey to hostilities between Hamas and Israel. The support action took place at the Palestinian Embassy in Moscow.	🇷🇺 روسيا: تنظيم مسيرة لدعم فلسطين في موسكو في 23 أكتوبر، جرت مظاهرة في العاصمة الروسية تضامنًا مع السكان المدنيين الفلسطينيين ضحايا الأعمال العدائية بين حماس وإسرائيل. وتمت عملية الدعم في السفارة الفلسطينية في موسكو.				
B02	French	5520	IAA	Voici à quoi ressemble la vie des Palestiniens dans la bande de Gaza depuis le début des hostilités d'octobre avec Israël #sputnikphotos	This is what life has been like for Palestinians in the Gaza Strip since the start of October hostilities with Israel #sputnikphotos	هكذا كانت حياة الفلسطينيين في قطاع غزة منذ بدء الأعمال القتالية مع إسرائيل في أكتوبر #سبوتنيك				
B02	French	6118	IAA	Le SG de l’ONU Antonio Guterres a provoqué la colère d’Israël en affirmant que les attaques du Hamas du samedi 7 octobre « ne viennent pas de nulle part »	UN Secretary General Antonio Guterres angered Israel by asserting that the Hamas attacks on Saturday October 7 “did not come from nowhere”	أثار الأمين العام للأمم المتحدة أنطونيو غوتيريس غضب إسرائيل بتأكيده أن هجمات حماس يوم السبت 7 أكتوبر/تشرين الأول “لم تأت من العدم”				
B02	French	6319	IAA	« Vive la Palestine et vive Gaza. » Un discours fort et émouvant de la députée irlandaise de l'Union européenne Clare Daly, dans lequel elle attaque fermement les politiques de l'Union européenne. #GazaUnderAttack #Palestine	“Long live Palestine and long live Gaza. » A strong and moving speech from Irish EU Member of Parliament Clare Daly, in which she strongly attacks the policies of the European Union. #GazaUnderAttack #Palestine	“تحيا فلسطين وتحيا غزة. » خطاب قوي ومؤثر من النائبة الأيرلندية في الاتحاد الأوروبي كلير دالي تهاجم فيه بشدة سياسات الاتحاد الأوروبي. #غزة تحت الهجوم #فلسطين				
B02	French	6915	IAA	Voici à quoi ressemble la vie des Palestiniens dans la bande de Gaza depuis le début des hostilités d'octobre avec Israël	This is what life has been like for Palestinians in the Gaza Strip since the start of October hostilities with Israel	هذه هي الحياة التي يعيشها الفلسطينيون في قطاع غزة منذ بدء الأعمال العدائية مع إسرائيل في تشرين الأول/أكتوبر				
B02	French	7538	IAA	Le génocide continue, l'aviation israélienne bombarde un hôpital à Gaza et fait plus de 500 victimes paris les civils #GazaUnderAttack #Palestine	The genocide continues, the Israeli air force bombs a hospital in Gaza and causes more than 500 civilian casualties #GazaUnderAttack #Palestine	الإبادة الجماعية مستمرة، الطيران الإسرائيلي يقصف مستشفى في غزة ويتسبب في إصابة أكثر من 500 مدني #GazaUnderAttack #Palestine				
B02	Hebrew	34	IAA	אזרחי ישראל, הערב הקמנו ממשלת חירום לאומית. עם ישראל מאוחד, והיום גם ההנהגה שלו מאוחדת. שמנו בצד כל שיקול אחר - כי גורלנו מוטל על הכף. נעבוד יחד, שכם אל שכם, למען אזרחי ישראל, למען המדינה שלנו. ולכם אני אומר, אזרחי ישראל: ראינו את חיות הטרף, את הברברים שאיתם אנו מתמודדים. אנחנו נלחמים באויב אכזר, גרוע מדאעש. ילדים וילדות כפותים שנורו בראשם, אנשים ונשים שנשרפו בעודם בחיים, צעירות שנאנסו ונטבחו, לוחמים שראשיהם נכרתו. מה גדולה הזוועה, מה גדול הכאב. כל משפחה בישראל מכירה מישהו או מישהי שנספו בתופת. כולנו מכירים משפחות שיקיריהן נרצחו. אבל כגודל הזוועה, כך גודל הגבורה. גברים ונשים, אבות ואימהות, לוחמים ואזרחים שגילו אומץ לב וגבורה עילאית - כולנו נלחמים יחד על הבית. האחדות בעם ברגעי יגון וצער פורצת את גבולותינו. היא מגיעה לכל רחבי העולם. ראינו זאת אתמול בנאומו החשוב והמרגש של הנשיא ביידן. שוחחתי היום בפעם הרביעית עם הנשיא ביידן מאז פרוץ המלחמה. הבאנו תמיכה בינלאומית חסרת תקדים בישראל, וזהו מרכיב קריטי להמשך המלחמה. בעקבות שיחותיי עם הנשיא ביידן, תחמושת רבה מגיעה לישראל. נושאות מטוסים בדרך אלינו. אנחנו נלחמים בכל העוצמה, בכל החזיתות. עברנו להתקפה. כל איש חמאס הוא בן מוות. חמאס זה דאעש - ונרסק ונחסל אותו כפי שהעולם ריסק וחיסל את דאעש. אני מבקש לחזק את הלוחמים, ואת אנשי כוחות הביטחון וההצלה, שפועלים בכל הגזרות מסביב לשעון. עם ישראל כולו עומד מאחוריכם. אני אומר לכם אזרחי ישראל, ואני אומר לחבריי כאן: כדברי הנביא ישעיהו: ״איש את רעהו יעזורו, ולאחיו יאמר חזק״. ״עם ישראל חי״, ויחד ננצח.	Citizens of Israel, tonight we established a national emergency government. The people of Israel are united, and today their leadership is also united. We put aside all other considerations - because our fate hangs in the balance. We will work together, Nablus to Nablus, for the citizens of Israel, for our country. And I say to you, citizens of Israel: we have seen the beasts of prey, the barbarians with whom we face. We are fighting a cruel enemy, worse than ISIS. Captive children who were shot in the head, men and women who were burned alive, young women who were raped and slaughtered, warriors whose heads were cut off. How great the horror, how great the pain. Every family in Israel knows someone who perished in hell. We all know families whose loved ones have been murdered. But as great as the horror, so great is the heroism. Men and women, fathers and mothers, warriors and citizens who showed courage and supreme heroism - we are all fighting together for the house. The unity of the nation in moments of grief and sorrow breaks through our borders. It reaches all over the world. We saw this yesterday in President Biden's important and moving speech. I spoke today for the fourth time with President Biden since the outbreak of the war. We brought unprecedented international support to Israel, and this is a critical component for the continuation of the war. Following my conversations with President Biden, a lot of ammunition is coming to Israel. Aircraft carriers on their way to us. We are fighting with all our strength, on all fronts. We went on the attack. Every Hamas member is a mortal. Hamas is ISIS - and it will be crushed and eliminated just as the world crushed and eliminated ISIS. I wish to strengthen the fighters, and the members of the security and rescue forces, who operate in all sectors around the clock. The entire nation of Israel stands behind you. I say to you, citizens of Israel, and I say to my friends here: as the prophet Isaiah said: "A man will help his neighbor, and let his brother be strong." "The people of Israel live", and together we will win.	أيها المواطنون الإسرائيليون، لقد أنشأنا الليلة حكومة طوارئ وطنية. إن شعب إسرائيل متحد، وقيادته اليوم متحدة أيضًا. نضع جانبا كل الاعتبارات الأخرى، لأن مصيرنا على المحك. سنعمل معًا، من نابلس إلى نابلس، من أجل مواطني إسرائيل، ومن أجل بلدنا. وأقول لكم يا مواطني إسرائيل: قد رأينا الوحوش المفترسة، البرابرة الذين نواجههم. نحن نقاتل عدوًا قاسيًا، أسوأ من داعش. أطفال أسرى أصيبوا برصاصة في رؤوسهم، رجال ونساء أحرقوا أحياء، شابات اغتصبن وذبحن، محاربون قطعت رؤوسهم. ما أعظم الرعب وما أعظم الألم. كل عائلة في إسرائيل تعرف شخصًا مات في الجحيم. نعلم جميعًا عائلات قُتل أحباؤها. ولكن بقدر عظمة الرعب، عظيمة هي البطولة. رجال ونساء، آباء وأمهات، محاربون ومواطنون أظهروا الشجاعة والبطولة المطلقة - نحن جميعًا نقاتل معًا من أجل الوطن. وحدة الأمة في لحظات الحزن والأسى تخترق حدودنا. يصل إلى جميع أنحاء العالم. لقد رأينا ذلك بالأمس في خطاب الرئيس بايدن المهم والمؤثر. لقد تحدثت اليوم للمرة الرابعة مع الرئيس بايدن منذ اندلاع الحرب. لقد قدمنا دعما دوليا غير مسبوق لإسرائيل، وهذا عنصر حاسم لاستمرار الحرب. وبعد محادثاتي مع الرئيس بايدن، تصل كميات كبيرة من الذخيرة إلى إسرائيل. حاملات الطائرات في طريقها إلينا. نحن نقاتل بكل قوتنا، على كافة الجبهات. ذهبنا إلى الهجوم. كل عضو في حماس فان. حماس هي داعش، وسيتم سحقها والقضاء عليها كما سحق العالم داعش وقضى عليه. وأتمنى تعزيز المقاتلين وعناصر قوات الأمن والإنقاذ الذين يعملون في كافة القطاعات على مدار الساعة. إن أمة إسرائيل بأكملها تقف خلفك. أقول لكم يا مواطني إسرائيل، وأقول لأصدقائي هنا: كما قال النبي إشعياء: "يساعد الرجل صاحبه، ويقوي أخاه". "شعب إسرائيل حي"، ومعاً سننتصر.				
