batch	source_language	id	type	team_name	sheet_type	annotator_id	task	label	Notes
B01	English	785	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	793	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	794	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	796	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B01	English	797	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	808	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	815	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	825	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	826	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	846	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	847	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B01	English	851	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	English	861	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	871	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	877	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	879	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	881	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	English	882	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B01	English	890	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	892	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B01	English	905	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	909	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	910	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B01	English	913	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	919	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	920	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	924	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	926	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	933	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	935	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	969	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	1170	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	1319	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	1349	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	1363	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B01	English	1376	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	1578	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	1591	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	1621	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	English	1666	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	English	1734	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	1846	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	1965	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	2017	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	2068	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	2162	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	2472	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	2486	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	2720	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	4322	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	4825	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	5064	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	5138	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	5367	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B01	English	5747	MAIN	SQUad	MAIN	2	Bias	Unbiased	
B01	English	5766	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	6477	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	English	6896	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	8056	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	English	9872	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	2	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	3	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	4	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	7	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	8	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	11	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	13	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	17	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	20	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	27	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	28	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	29	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	31	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	35	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	36	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	38	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	40	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	46	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	48	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	52	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	56	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	58	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	62	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	66	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	71	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	73	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	78	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	87	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	88	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	90	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	99	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	104	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	108	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	114	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	120	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	121	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	143	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	147	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	158	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	161	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	172	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	177	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	178	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	183	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	192	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	199	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	200	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	205	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	246	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	261	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	282	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	286	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	313	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	326	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	346	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	374	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	472	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	484	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	488	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	633	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	657	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	669	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	681	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	687	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	689	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	692	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	700	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	702	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	715	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	727	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	728	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	739	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	741	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	752	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	756	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	Arabic	758	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	763	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	782	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	828	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	829	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	877	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	887	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	889	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	890	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	891	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	898	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	900	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	904	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	938	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	940	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	973	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	990	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1049	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1088	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1127	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1192	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1329	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1354	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1360	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1471	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1549	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1550	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1560	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1589	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1625	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1703	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1820	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	1917	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1924	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1940	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	1962	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2142	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	2218	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	2268	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2291	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	2297	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2381	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2395	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2476	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2594	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2630	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	2699	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	2841	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	2885	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	3243	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	3339	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	3415	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	3450	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	3530	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	3890	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B01	Arabic	3998	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B01	Arabic	4103	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	4135	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	4177	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	4236	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	4270	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	4436	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	Arabic	4438	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	4462	MAIN	SQUad	MAIN	2	Bias	Biased against both Palestine and Israel	
B01	Arabic	4568	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	4660	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	4679	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	4728	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	5031	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	5219	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	5931	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	6037	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	6217	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	6527	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	6725	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	7140	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	7485	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	7904	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	8107	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	8393	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	8651	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	8901	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	9521	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	9579	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	9985	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	10392	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	10797	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	10917	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	11155	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	11278	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	11310	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	12725	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	12806	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	13211	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	13399	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	14687	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	14769	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	35886	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	36187	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	36236	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	36420	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	36833	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	Arabic	37150	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	Arabic	38616	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	1	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	2	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	3	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	5	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	6	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	7	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	9	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	10	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	French	11	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	12	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	13	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	15	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	17	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	20	MAIN	SQUad	MAIN	2	Bias	Unclear	
B01	French	21	MAIN	SQUad	MAIN	2	Bias	Biased against others	
B01	French	22	MAIN	SQUad	MAIN	2	Bias	Biased against Palestine	
B01	French	23	MAIN	SQUad	MAIN	2	Bias	Unclear	
